date,produit,categorie,prix,quantite,ville,mode_paiement,vendeur,chiffre_affaires
2024-02-21,Ventilateur sur pied,Électroménager,33614.0,1.0,Dakar,Orange Money,V023,33614.0
2024-11-28,Café Touba 500g,Alimentation,2525.0,2.0,Saint-Louis,Espèces,V022,5050.0
2024-05-15,Huile végétale 5L,Alimentation,5501.0,3.0,Ziguinchor,Espèces,V007,16503.0
2024-11-06,Écouteurs Bluetooth,Électronique,13868.0,1.0,Thiès,Carte bancaire,V039,13868.0
2024-10-20,Farine blé 50kg,Alimentation,28149.0,4.0,Dakar,Orange Money,V042,112596.0
2024-10-06,Peinture 25L,Construction,35834.0,1.0,Kaolack,Free Money,V022,35834.0
2024-02-20,Micro-ondes 20L,Électroménager,63326.0,1.0,Dakar,Orange Money,V017,63326.0
2024-06-01,Micro-ondes 20L,Électroménager,69265.0,1.0,Dakar,Wave,V026,69265.0
2024-02-13,Huile palme 20L,Alimentation,16260.0,2.0,Dakar,Orange Money,V014,32520.0
2024-01-25,Fer à repasser,Électroménager,18159.0,1.0,Dakar,Orange Money,V033,18159.0
2024-02-03,Henné naturel 100g,Cosmétiques,2405.0,3.0,Ziguinchor,Espèces,V004,7215.0
2024-11-30,Farine blé 50kg,Alimentation,26959.0,1.0,Dakar,Espèces,V022,26959.0
2024-11-04,Bazin riche 5 yards,Textile,32496.0,3.0,Kaolack,Orange Money,V044,97488.0
2024-12-13,Peinture 25L,Construction,34711.0,2.0,Ziguinchor,Wave,V038,69422.0
2024-08-14,Huile de coco 250ml,Cosmétiques,3110.0,2.0,Dakar,Espèces,V017,6220.0
2024-12-09,Sucre cristallisé 50kg,Alimentation,30868.0,1.0,Dakar,Wave,V041,30868.0
2024-06-22,iPhone 12,Électronique,441241.0,1.0,Saint-Louis,Free Money,V017,441241.0
2024-03-22,Café Touba 500g,Alimentation,2685.0,9999.0,Thiès,Orange Money,V009,2685.0
2024-06-14,iPhone 12,Électronique,420280.0,1.0,Ziguinchor,Orange Money,V037,420280.0
2024-11-15,Gel coiffant 500ml,Cosmétiques,4623.0,1.0,Dakar,Wave,V036,4623.0
2024-07-03,Mixeur,Électroménager,23056.0,1.0,Kaolack,Orange Money,V016,23056.0
2024-06-05,Sarouel coton,Textile,11754.0,4.0,Dakar,Orange Money,V039,47016.0
2024-01-20,Parfum femme 100ml,Cosmétiques,26056.0,1.0,Kaolack,Espèces,V031,26056.0
2024-09-11,Cuisinière 4 feux,Électroménager,175927.0,1.0,Dakar,Carte bancaire,V047,175927.0
2024-04-11,Cuisinière 4 feux,Électroménager,165170.0,1.0,Dakar,Wave,V032,165170.0
2024-02-01,Infinix Note 50 Pro,Électronique,155024.0,1.0,Thiès,Espèces,V004,155024.0
2024-05-29,Parfum femme 100ml,Cosmétiques,20394.0,1.0,Dakar,Orange Money,V050,20394.0
2024-06-07,Peinture 25L,Construction,35309.0,10.0,Thiès,Carte bancaire,V028,353090.0
2024-04-11,Dattes 1kg,Alimentation,3106.0,1.0,Ziguinchor,Wave,V005,3106.0
2024-10-24,Porte métallique,Construction,81627.0,10.0,Dakar,Orange Money,V001,816270.0
2024-03-28,Machine à laver 7kg,Électroménager,201754.0,1.0,Saint-Louis,Wave,V005,201754.0
2024-08-26,Ciment 50kg,Construction,4613.0,2.0,Dakar,Orange Money,V008,9226.0
2024-02-25,Fer à béton 12mm,Construction,510.0,301.0,Dakar,Free Money,V002,153510.0
2024-07-15,Moussor femme,Textile,16402.0,2.0,Dakar,Wave,V016,32804.0
2024-01-18,"Téléviseur LED 32""",Électronique,117802.0,1.0,Dakar,Wave,V034,117802.0
2024-08-10,Riz brisé 50kg,Alimentation,26367.0,2.0,Dakar,Orange Money,V032,52734.0
2024-06-18,Huile palme 20L,Alimentation,17034.0,1.0,Dakar,Carte bancaire,V010,17034.0
2024-04-08,Sarouel coton,Textile,11723.0,5.0,Thiès,Orange Money,V034,58615.0
2024-01-26,Moussor femme,Textile,15559.0,1.0,Thiès,Orange Money,V002,15559.0
2024-10-06,Pagne Kenté 6 yards,Textile,21991.0,1.0,Dakar,Free Money,V004,21991.0
2024-08-17,Écouteurs Bluetooth,Électronique,14143.0,1.0,Dakar,Wave,V042,14143.0
2024-05-30,Fer à béton 12mm,Construction,522.0,222.0,Dakar,Orange Money,V038,115884.0
2024-10-24,Farine blé 50kg,Alimentation,28120.0,1.0,Dakar,Wave,V031,28120.0
2024-11-09,Huawei Nova 13,Électronique,176903.0,1.0,Thiès,Wave,V033,176903.0
2024-11-30,Ciment 50kg,Construction,4512.0,,Dakar,Orange Money,V043,9024.0
2024-06-25,Huile d'argan 100ml,Cosmétiques,10365.0,1.0,Kaolack,Wave,V006,10365.0
2024-09-28,iPhone 12,Électronique,445258.0,1.0,Saint-Louis,Wave,V032,445258.0
2024-09-29,Gel coiffant 500ml,Cosmétiques,4813.0,3.0,Kaolack,Wave,V048,14439.0
2024-06-29,Gravier 1m³,Construction,26289.0,2.0,Kaolack,Carte bancaire,V039,52578.0
2024-09-24,Mboubou femme,Textile,43228.0,1.0,Dakar,Wave,V007,43228.0
2024-11-13,Mboubou femme,Textile,37202.0,4.0,Thiès,Espèces,V033,148808.0
2024-06-27,Parfum homme 100ml,Cosmétiques,24418.0,1.0,Thiès,Espèces,V016,24418.0
2024-12-15,Tissu Wax 6 yards,Textile,17657.0,2.0,Dakar,Orange Money,V032,35314.0
2024-11-12,Gravier 1m³,Construction,24505.0,3.0,Thiès,Espèces,V006,73515.0
2024-11-04,Micro-ondes 20L,Électroménager,66958.0,1.0,Dakar,Carte bancaire,V048,66958.0
2024-12-22,Ciment 50kg,Construction,4704.0,3.0,Dakar,Orange Money,V029,14112.0
2024-08-18,Riz brisé 50kg,Alimentation,27921.0,1.0,Dakar,Wave,V021,27921.0
2024-03-04,Thé Lipton 200g,Alimentation,1779.0,2.0,Dakar,Wave,V010,3558.0
2024-10-07,Gel coiffant 500ml,Cosmétiques,4715.0,1.0,Dakar,Espèces,V012,4715.0
2024-02-27,"Téléviseur LED 32""",Électronique,130672.0,1.0,Ziguinchor,Orange Money,V003,130672.0
2024-09-27,Clé USB 32GB,Électronique,4740.0,1.0,Dakar,Orange Money,V019,4740.0
2024-01-13,Moussor femme,Textile,16469.0,2.0,Ziguinchor,Espèces,V047,32938.0
2024-12-08,Crème éclaircissante 500ml,Cosmétiques,8669.0,1.0,Kaolack,Orange Money,V004,8669.0
2024-05-10,Sucre cristallisé 50kg,Alimentation,30539.0,1.0,Ziguinchor,Espèces,V003,30539.0
2024-05-05,Carrelage m²,Construction,9256.0,1.0,Dakar,Carte bancaire,V008,9256.0
2024-07-19,Boubou brodé homme,Textile,45820.0,1.0,Dakar,Wave,V032,45820.0
2024-08-09,Fer à repasser,Électroménager,19651.0,1.0,Thiès,Espèces,V012,19651.0
2024-10-08,Henné naturel 100g,Cosmétiques,2642.0,2.0,Thiès,Wizall,V013,5284.0
2024-03-26,Voile hijab,Textile,3999.0,3.0,Dakar,Orange Money,V035,11997.0
2024-04-04,Crème éclaircissante 500ml,Cosmétiques,8949.0,3.0,Dakar,Carte bancaire,V009,26847.0
2024-08-30,Tissu Wax 6 yards,Textile,17177.0,2.0,Thiès,Espèces,V002,34354.0
2024-10-21,Fer à repasser,Électroménager,19246.0,1.0,Thiès,Orange Money,V030,19246.0
2024-12-10,Ciment 50kg,Construction,4521.0,3.0,Thiès,Wave,V049,13563.0
2024-12-02,Maquillage palette,Cosmétiques,18930.0,3.0,Dakar,Wave,V046,56790.0
2024-10-31,Clé USB 32GB,Électronique,4927.0,1.0,Kaolack,Orange Money,V050,4927.0
2024-12-10,Tissu Bogolan 3 yards,Textile,10489.0,1.0,Dakar,Orange Money,V032,10489.0
2024-06-05,Écouteurs Bluetooth,Électronique,13541.0,1.0,Kaolack,Wave,V010,13541.0
2024-03-29,Briques creuses (unité),Construction,211.0,240.0,Ziguinchor,Orange Money,V041,50640.0
2024-10-28,"Téléviseur LED 32""",Électronique,117556.0,2.0,Ziguinchor,Free Money,V050,235112.0
2024-09-20,Fer à béton 12mm,Construction,520.0,10.0,Ziguinchor,Orange Money,V012,5200.0
2024-04-12,Tecno Spark 40 5G,Électronique,103177.0,2.0,Dakar,Espèces,V001,206354.0
2024-10-09,Chargeur rapide,Électronique,8002.0,1.0,Dakar,Orange Money,V026,8002.0
2024-12-09,Mboubou femme,Textile,35767.0,2.0,Thiès,Wave,V010,71534.0
2024-02-20,Tôles ondulées (unité),Construction,11958.0,1.0,Dakar,Espèces,V049,11958.0
2024-07-04,Fenêtre aluminium,Construction,46551.0,2.0,Kaolack,Wave,V030,93102.0
2024-05-08,Chargeur rapide,Électronique,8515.0,1.0,Dakar,Orange Money,V022,8515.0
2024-11-29,Bazin riche 5 yards,Textile,32008.0,2.0,Ziguinchor,Free Money,V028,64016.0
2024-08-13,Tôles ondulées (unité),Construction,11508.0,10.0,Thiès,Espèces,V030,115080.0
2024-02-13,Riz parfumé 50kg,Alimentation,28316.0,4.0,Dakar,Espèces,V021,113264.0
2024-07-15,Boubou brodé homme,Textile,47928.0,1.0,Dakar,Wave,V021,47928.0
2024-01-30,Dentelle Guipure 5 yards,Textile,25131.0,1.0,Dakar,Carte bancaire,V039,25131.0
2024-05-02,Café Touba 500g,Alimentation,2679.0,2.0,Thiès,Carte bancaire,V014,5358.0
2024-08-07,Porte métallique,Construction,,1.0,Dakar,Wave,V008,72164.0
2024-06-10,Sarouel coton,Textile,11771.0,3.0,Thiès,Wave,V023,35313.0
2024-05-11,Dentelle Guipure 5 yards,Textile,23544.0,1.0,Dakar,Wave,V031,23544.0
2024-09-25,Machine à laver 7kg,Électroménager,210056.0,1.0,Dakar,Espèces,V013,210056.0
2024-07-17,Bazin riche 5 yards,Textile,36066.0,1.0,Dakar,Orange Money,V043,36066.0
2024-03-11,Huawei Nova 13,Électronique,174887.0,1.0,Dakar,Orange Money,V030,174887.0
2024-05-23,Tôles ondulées (unité),Construction,12055.0,2.0,Kaolack,Carte bancaire,V029,24110.0
2024-08-19,Moussor femme,Textile,13345.0,4.0,Dakar,Orange Money,V048,53380.0
2024-07-30,Voile hijab,Textile,3808.0,1.0,Saint-Louis,Orange Money,V029,3808.0
2024-04-21,Dattes 1kg,Alimentation,2921.0,2.0,Ziguinchor,Orange Money,V023,5842.0
2024-02-17,Mixeur,Électroménager,23510.0,2.0,Thiès,Carte bancaire,V029,47020.0
2024-06-03,Ventilateur sur pied,Électroménager,37910.0,1.0,Dakar,Free Money,V018,37910.0
2024-08-06,Farine blé 50kg,Alimentation,29267.0,1.0,Thiès,Wave,V002,29267.0
2024-02-12,Lait en poudre 1kg,Alimentation,4757.0,1.0,Thiès,Orange Money,V024,4757.0
2024-01-16,Tecno Spark 40 5G,Électronique,97681.0,2.0,Ziguinchor,Wave,V014,195362.0
2024-12-27,Clé USB 32GB,Électronique,5021.0,1.0,Saint-Louis,Espèces,V014,5021.0
2024-06-26,Tecno Spark 40 5G,Électronique,94315.0,1.0,Saint-Louis,Wave,V005,94315.0
2024-05-07,Maquillage palette,Cosmétiques,20173.0,2.0,Saint-Louis,Wave,V014,40346.0
2024-01-09,Ciment 50kg,Construction,4500.0,5.0,Dakar,Orange Money,V017,22500.0
2024-11-08,Parfum homme 100ml,Cosmétiques,22502.0,1.0,Dakar,Espèces,V033,22502.0
2024-06-09,Riz brisé 50kg,Alimentation,27471.0,2.0,Thiès,Wave,V021,54942.0
2024-11-13,Café Touba 500g,Alimentation,2561.0,2.0,Thiès,Wave,V043,5122.0
2024-06-17,Carrelage m²,Construction,7734.0,2.0,Dakar,Orange Money,V043,15468.0
2024-06-26,Chargeur rapide,Électronique,7506.0,1.0,Dakar,Espèces,V041,7506.0
2024-01-29,Mixeur,Électroménager,23908.0,1.0,Thiès,Orange Money,V045,23908.0
2024-01-24,"Téléviseur LED 32""",Électronique,121508.0,1.0,Kaolack,Wave,V021,121508.0
2024-01-04,Chargeur rapide,Électronique,7022.0,1.0,Dakar,Free Money,V024,7022.0
2024-11-08,Boubou brodé homme,Textile,45247.0,1.0,Thiès,Orange Money,V038,45247.0
2024-09-03,Écouteurs Bluetooth,Électronique,15832.0,1.0,Thiès,Wizall,V010,15832.0
2024-02-05,Maquillage palette,Cosmétiques,16592.0,1.0,Saint-Louis,Wave,V022,16592.0
2024-03-08,Huile de coco 250ml,Cosmétiques,3324.0,1.0,Dakar,Wave,V027,3324.0
2024-02-12,Farine blé 50kg,Alimentation,28731.0,1.0,Dakar,Wave,V037,28731.0
2024-10-28,Chargeur rapide,Électronique,7026.0,1.0,Thiès,Wave,V001,7026.0
2024-10-14,Tecno Spark 40 5G,Électronique,85207.0,1.0,Thiès,Free Money,V043,85207.0
2024-06-13,Parfum homme 100ml,Cosmétiques,25045.0,2.0,Dakar,Wave,V050,50090.0
2024-11-15,Ciment 50kg,Construction,4770.0,2.0,Ziguinchor,Espèces,V017,9540.0
2024-09-13,Huile de coco 250ml,Cosmétiques,3497.0,2.0,Dakar,Orange Money,V008,6994.0
2024-01-29,Thé Lipton 200g,Alimentation,1790.0,1.0,Kaolack,Free Money,V015,1790.0
2024-06-28,Lait en poudre 1kg,Alimentation,4525.0,2.0,Thiès,Wave,V009,9050.0
2024-01-11,Tissu Wax 6 yards,Textile,16537.0,1.0,Saint-Louis,Wave,V036,16537.0
2024-08-31,Maquillage palette,Cosmétiques,20469.0,1.0,Saint-Louis,Carte bancaire,V017,20469.0
2024-08-07,Sarouel coton,Textile,12389.0,4.0,Ziguinchor,Free Money,V010,49556.0
2024-08-20,Tôles ondulées (unité),Construction,11813.0,2.0,Thiès,Orange Money,V023,23626.0
2024-12-27,Tissu Wax 6 yards,Textile,17485.0,1.0,Kaolack,Wave,V004,17485.0
2024-09-29,Réfrigérateur 180L,Électroménager,262676.0,1.0,Dakar,Free Money,V023,262676.0
2024-12-16,Parfum homme 100ml,Cosmétiques,29858.0,1.0,Dakar,Wizall,V046,29858.0
2024-08-19,Micro-ondes 20L,Électroménager,63307.0,1.0,Thiès,Free Money,V003,63307.0
2024-10-06,Chargeur rapide,Électronique,8873.0,1.0,Saint-Louis,Wave,V030,8873.0
2024-04-18,Samsung Galaxy A25,Électronique,127514.0,1.0,Kaolack,Espèces,V003,127514.0
2024-06-14,Fer à repasser,Électroménager,16206.0,1.0,Saint-Louis,Espèces,V037,16206.0
2024-08-08,Congélateur 200L,Électroménager,238850.0,1.0,Dakar,Wave,V040,238850.0
2024-07-31,Tecno Spark 40 5G,Électronique,98047.0,1.0,Dakar,Espèces,V006,98047.0
2024-04-14,Powerbank 10000mAh,Électronique,11438.0,2.0,Dakar,Orange Money,V013,22876.0
2024-10-16,Ciment 50kg,Construction,4328.0,3.0,Thiès,Carte bancaire,V016,12984.0
2024-04-23,Chargeur rapide,Électronique,8798.0,1.0,Dakar,Wave,V022,8798.0
2024-10-31,Huile d'argan 100ml,Cosmétiques,11400.0,2.0,Dakar,Espèces,V017,22800.0
2024-03-31,Parfum homme 100ml,Cosmétiques,28600.0,1.0,Saint-Louis,Orange Money,V048,28600.0
2024-07-18,Congélateur 200L,Électroménager,260415.0,1.0,Dakar,Espèces,V030,260415.0
2024-04-06,Bazin riche 5 yards,Textile,35915.0,2.0,Thiès,Wave,V033,71830.0
2024-10-21,Briques creuses (unité),Construction,208.0,242.0,Dakar,Carte bancaire,V045,50336.0
2024-08-02,"Téléviseur LED 32""",Électronique,132678.0,1.0,Dakar,Carte bancaire,V045,132678.0
2024-01-29,Farine blé 50kg,Alimentation,27280.0,1.0,Dakar,Espèces,V017,27280.0
2024-02-07,Écouteurs Bluetooth,Électronique,15444.0,1.0,Thiès,Wave,V027,15444.0
2024-03-20,Infinix Note 50 Pro,Électronique,156216.0,1.0,Dakar,Wave,V037,156216.0
2024-05-04,Peinture 25L,Construction,35168.0,3.0,Thiès,Espèces,V028,105504.0
2024-09-28,Mixeur,Électroménager,26116.0,1.0,Dakar,Orange Money,V044,26116.0
2024-01-28,Maquillage palette,Cosmétiques,15498.0,1.0,Thiès,Espèces,V047,15498.0
2024-05-24,Sable 1m³,Construction,25461.0,2.0,Kaolack,Wave,V002,50922.0
2024-04-20,Machine à laver 7kg,Électroménager,200758.0,1.0,Dakar,Orange Money,V002,200758.0
2024-12-27,Chargeur rapide,Électronique,7221.0,1.0,Thiès,Wave,V013,7221.0
2024-01-15,Lait en poudre 1kg,Alimentation,4792.0,2.0,Dakar,Orange Money,V021,9584.0
2024-08-24,Henné naturel 100g,Cosmétiques,2532.0,2.0,Dakar,Orange Money,V009,5064.0
2024-03-18,Réfrigérateur 180L,Électroménager,305383.0,1.0,Dakar,Orange Money,V023,305383.0
2024-08-02,Riz brisé 50kg,Alimentation,25644.0,1.0,Kaolack,Orange Money,V032,25644.0
2024-02-09,Huawei Nova 13,Électronique,173507.0,1.0,Dakar,Orange Money,V001,173507.0
2024-05-29,iPhone 12,Électronique,441191.0,1.0,Dakar,Wave,V024,441191.0
2024-11-20,Clé USB 32GB,Électronique,5199.0,1.0,Ziguinchor,Orange Money,V001,5199.0
2024-07-21,Savon noir Dudu Osun,Cosmétiques,1597.0,1.0,Dakar,Wave,V034,1597.0
2024-01-11,Clé USB 32GB,Électronique,4766.0,1.0,Saint-Louis,Espèces,V002,4766.0
2024-10-24,Sucre cristallisé 50kg,Alimentation,28621.0,1.0,Dakar,Wave,V047,28621.0
2024-01-09,Porte métallique,Construction,74930.0,5.0,Ziguinchor,Free Money,V027,374650.0
2024-08-01,Tissu Wax 6 yards,Textile,19087.0,1.0,Kaolack,Orange Money,V017,19087.0
2024-02-02,Chargeur rapide,Électronique,9016.0,1.0,Dakar,Orange Money,V009,9016.0
2024-02-01,Carrelage m²,Construction,7598.0,2.0,Kaolack,Orange Money,V027,15196.0
2024-07-30,Henné naturel 100g,Cosmétiques,2379.0,2.0,Thiès,Wave,V031,4758.0
2024-09-18,Sable 1m³,Construction,21967.0,10.0,Dakar,Wave,V038,219670.0
2024-12-11,Machine à laver 7kg,Électroménager,187312.0,1.0,Ziguinchor,Orange Money,V009,187312.0
2024-09-05,Peinture 25L,Construction,36719.0,2.0,Thiès,Wave,V018,73438.0
2024-12-15,Crème éclaircissante 500ml,Cosmétiques,8502.0,1.0,Dakar,Espèces,V007,8502.0
2024-04-09,Sarouel coton,Textile,12214.0,1.0,Saint-Louis,Wave,V032,12214.0
2024-07-29,Beurre de karité 500g,Cosmétiques,4927.0,1.0,Saint-Louis,Wave,V049,4927.0
2024-03-05,Congélateur 200L,Électroménager,254044.0,1.0,Dakar,Wave,V001,254044.0
2024-05-18,Bazin riche 5 yards,Textile,32169.0,3.0,Saint-Louis,Wave,V008,96507.0
2024-12-26,Henné naturel 100g,Cosmétiques,2326.0,2.0,Dakar,Espèces,V013,4652.0
2024-03-20,Congélateur 200L,Électroménager,244855.0,1.0,Kaolack,Orange Money,V005,244855.0
2024-02-01,Micro-ondes 20L,Électroménager,68911.0,1.0,Dakar,Orange Money,V022,68911.0
2024-03-28,Peinture 25L,Construction,38697.0,5.0,Saint-Louis,Wave,V037,193485.0
2024-02-17,Gel coiffant 500ml,Cosmétiques,4609.0,1.0,Thiès,Orange Money,V002,4609.0
2024-12-15,Ventilateur sur pied,Électroménager,36302.0,1.0,Thiès,Carte bancaire,V011,36302.0
2024-08-03,Samsung Galaxy A25,Électronique,124555.0,1.0,Dakar,Orange Money,V049,124555.0
2024-01-29,Savon noir Dudu Osun,Cosmétiques,1551.0,2.0,Dakar,Orange Money,V022,3102.0
2024-08-29,Micro-ondes 20L,Électroménager,65266.0,1.0,Kaolack,Carte bancaire,V022,65266.0
2024-09-19,Gel coiffant 500ml,Cosmétiques,4495.0,2.0,Saint-Louis,Wave,V041,8990.0
2024-11-05,Bazin riche 5 yards,Textile,36389.0,3.0,Dakar,Wave,V023,109167.0
2024-03-20,Tissu Bogolan 3 yards,Textile,10938.0,2.0,Saint-Louis,Wave,V049,21876.0
2024-10-01,Porte métallique,Construction,79811.0,1.0,Dakar,Espèces,V015,79811.0
2024-02-26,Ventilateur sur pied,Électroménager,37152.0,1.0,Saint-Louis,Orange Money,V033,37152.0
2024-03-05,Riz brisé 50kg,Alimentation,25243.0,2.0,Dakar,Espèces,V014,50486.0
2024-01-08,Carrelage m²,Construction,7978.0,1.0,Kaolack,Wave,V018,7978.0
2024-05-08,Micro-ondes 20L,Électroménager,66683.0,1.0,Kaolack,Orange Money,V008,66683.0
2024-05-26,Farine blé 50kg,Alimentation,28746.0,5.0,Saint-Louis,Orange Money,V040,143730.0
2024-07-23,Huile végétale 5L,Alimentation,5880.0,4.0,Dakar,Wave,V047,23520.0
2024-01-20,Voile hijab,Textile,3458.0,3.0,Thiès,Free Money,V049,10374.0
2024-02-25,Sable 1m³,Construction,22365.0,1.0,Dakar,Free Money,V044,22365.0
2024-02-05,Riz brisé 50kg,Alimentation,28297.0,1.0,Dakar,Orange Money,V037,28297.0
2024-03-20,Machine à laver 7kg,Électroménager,197908.0,1.0,Dakar,Orange Money,V001,197908.0
2024-11-21,Clé USB 32GB,Électronique,5459.0,1.0,Ziguinchor,Carte bancaire,V001,5459.0
2024-11-20,Cuisinière 4 feux,Électroménager,170213.0,1.0,Dakar,Espèces,V045,170213.0
2024-11-21,Gel coiffant 500ml,Cosmétiques,4902.0,2.0,Dakar,Espèces,V040,9804.0
2024-08-07,Congélateur 200L,Électroménager,225814.0,1.0,Kaolack,Wave,V018,225814.0
2024-06-21,Réfrigérateur 180L,Électroménager,275707.0,1.0,Saint-Louis,Orange Money,V037,275707.0
2024-02-19,Farine blé 50kg,Alimentation,28492.0,1.0,Dakar,Espèces,V025,28492.0
2024-04-29,Pagne Kenté 6 yards,Textile,21003.0,2.0,Dakar,Espèces,V003,42006.0
2024-11-25,Briques creuses (unité),Construction,197.0,36.0,Saint-Louis,Carte bancaire,V026,7092.0
2024-01-31,Sarouel coton,Textile,12065.0,1.0,Thiès,Wave,V043,12065.0
2024-02-26,Climatiseur 12000 BTU,Électroménager,340545.0,1.0,Saint-Louis,Orange Money,V033,340545.0
2024-09-27,Dattes 1kg,Alimentation,2807.0,1.0,Saint-Louis,Wave,V012,2807.0
2024-03-29,Moussor femme,Textile,13911.0,1.0,Saint-Louis,Wave,V008,13911.0
2024-10-23,Parfum femme 100ml,Cosmétiques,29576.0,1.0,Dakar,Orange Money,V034,29576.0
2024-02-21,Tissu Bogolan 3 yards,Textile,10914.0,1.0,Dakar,Wave,V028,10914.0
2024-07-09,Machine à laver 7kg,Électroménager,187524.0,1.0,Kaolack,Free Money,V024,187524.0
2024-04-26,Café Touba 500g,Alimentation,2318.0,2.0,Dakar,Orange Money,V043,4636.0
2024-03-09,Fer à repasser,Électroménager,15854.0,1.0,Dakar,Wave,V030,15854.0
2024-02-13,Maquillage palette,Cosmétiques,15312.0,2.0,Dakar,Wave,V048,30624.0
2024-05-08,Beurre de karité 500g,Cosmétiques,5088.0,1.0,Thiès,Wave,V046,5088.0
2024-09-21,Fer à béton 12mm,Construction,603.0,148.0,Kaolack,Free Money,V036,89244.0
2024-04-18,Porte métallique,Construction,78488.0,1.0,Dakar,Wave,V009,78488.0
2024-06-29,Thé Lipton 200g,Alimentation,1734.0,3.0,Thiès,Wave,V045,5202.0
2024-10-16,Dattes 1kg,Alimentation,3426.0,2.0,Dakar,Wave,V042,6852.0
2024-03-12,Dattes 1kg,Alimentation,3407.0,3.0,Ziguinchor,Orange Money,V005,10221.0
2024-02-17,Fer à béton 12mm,Construction,520.0,409.0,Dakar,Orange Money,V010,212680.0
2024-05-10,Sable 1m³,Construction,26706.0,2.0,Thiès,Wave,V041,53412.0
2024-10-22,Machine à laver 7kg,Électroménager,198492.0,1.0,Kaolack,Orange Money,V038,198492.0
2024-10-25,Mixeur,Électroménager,26326.0,1.0,Saint-Louis,Wave,V011,26326.0
2024-06-11,Sarouel coton,Textile,12663.0,4.0,Dakar,Orange Money,V013,50652.0
2024-10-07,Briques creuses (unité),Construction,219.0,85.0,Kaolack,Carte bancaire,V020,18615.0
2024-06-03,Huile végétale 5L,Alimentation,5827.0,2.0,Kaolack,Orange Money,V030,11654.0
2024-03-08,Powerbank 10000mAh,Électronique,12158.0,1.0,Dakar,Wave,V012,12158.0
2024-03-20,Mboubou femme,Textile,41393.0,2.0,Dakar,Orange Money,V043,82786.0
2024-02-01,Ciment 50kg,Construction,4587.0,3.0,Thiès,Orange Money,V039,13761.0
2024-09-13,Huile végétale 5L,Alimentation,5301.0,2.0,Thiès,Espèces,V034,10602.0
2024-06-15,Fenêtre aluminium,Construction,49047.0,3.0,Thiès,Wave,V009,147141.0
2024-01-03,Mboubou femme,Textile,40181.0,2.0,Dakar,Orange Money,V039,80362.0
2024-03-23,Micro-ondes 20L,Électroménager,60771.0,1.0,Dakar,Wave,V045,60771.0
2024-08-22,Gravier 1m³,Construction,31042.0,2.0,Thiès,Carte bancaire,V017,62084.0
2024-05-04,Réfrigérateur 180L,Électroménager,300214.0,2.0,Kaolack,Wave,V017,600428.0
2024-02-21,Cuisinière 4 feux,Électroménager,192026.0,1.0,Dakar,Orange Money,V046,192026.0
2024-09-02,Réfrigérateur 180L,Électroménager,276005.0,1.0,Thiès,Orange Money,V007,276005.0
2024-09-08,Chargeur rapide,Électronique,8662.0,1.0,Kaolack,Orange Money,V017,8662.0
2024-09-03,Bouilloire électrique,Électroménager,12187.0,1.0,Dakar,Free Money,V029,12187.0
2024-10-29,Tissu Bogolan 3 yards,Textile,13114.0,2.0,Dakar,Orange Money,V046,26228.0
2024-06-18,Huile d'argan 100ml,Cosmétiques,10781.0,1.0,Ziguinchor,Espèces,V031,10781.0
2024-10-26,iPhone 12,Électronique,444810.0,1.0,Dakar,Orange Money,V014,444810.0
2024-09-13,Infinix Note 50 Pro,Électronique,149821.0,1.0,Kaolack,Wave,V004,149821.0
2024-10-04,Moussor femme,Textile,13958.0,1.0,Dakar,Wave,V019,13958.0
2024-05-24,Lait en poudre 1kg,Alimentation,4286.0,1.0,Dakar,Orange Money,V016,4286.0
2024-01-23,Café Touba 500g,Alimentation,2401.0,1.0,Dakar,Orange Money,V033,2401.0
2024-03-18,Voile hijab,Textile,3458.0,1.0,Dakar,Wave,V038,3458.0
2024-10-30,Dattes 1kg,Alimentation,2947.0,1.0,Ziguinchor,Espèces,V024,2947.0
2024-07-25,Powerbank 10000mAh,Électronique,12041.0,1.0,Dakar,Espèces,V001,12041.0
2024-10-11,Sable 1m³,Construction,25843.0,10.0,Dakar,Free Money,V001,258430.0
2024-04-27,Machine à laver 7kg,Électroménager,187162.0,1.0,Saint-Louis,Espèces,V035,187162.0
2024-01-31,Riz brisé 50kg,Alimentation,25330.0,1.0,Dakar,Wave,V008,25330.0
2024-06-28,Sucre cristallisé 50kg,Alimentation,30147.0,1.0,Dakar,Orange Money,V027,30147.0
2024-03-26,Micro-ondes 20L,Électroménager,66547.0,1.0,Dakar,Wave,V023,66547.0
2024-12-02,Dentelle Guipure 5 yards,Textile,26864.0,4.0,Dakar,Espèces,V024,107456.0
2024-05-18,Dattes 1kg,Alimentation,3004.0,2.0,Kaolack,Wave,V043,6008.0
2024-08-23,Congélateur 200L,Électroménager,263636.0,1.0,Dakar,Free Money,V025,263636.0
2024-10-11,Cuisinière 4 feux,Électroménager,160724.0,1.0,Dakar,Wave,V021,160724.0
2024-11-11,Congélateur 200L,Électroménager,243562.0,2.0,Saint-Louis,Wave,V034,487124.0
2024-01-10,Pagne Kenté 6 yards,Textile,20864.0,1.0,Thiès,Espèces,V018,20864.0
2024-09-16,Lait en poudre 1kg,Alimentation,4947.0,3.0,Dakar,Orange Money,V003,14841.0
2024-12-25,Carrelage m²,Construction,8477.0,2.0,Dakar,Espèces,V008,16954.0
